ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
VCT_RI_fo..pc,Saint Vincent and the Grenadines,Rice,Per-capita food consumption [kg/p/year],VCT,RI,FO..PC,24.57119279,24.46931998,25.48569374,23.55836084,25.34634219,25.05139056,23.39593091,24.84599144,25.40834916,27.15227018,27.34989281,27.58381724,27.81351337,28.02024224,28.23986364,28.46487141,28.69029564,28.91734886,29.14664295,29.37813648,29.60465531
VCT_RT_fo..pc,Saint Vincent and the Grenadines,Roots tubers,Per-capita food consumption [kg/p/year],VCT,RT,FO..PC,12.04775164,15.09955047,16.3361623,17.15148194,17.66004882,18.17356415,18.68667551,19.20278945,19.72449131,20.26326903,19.07008765,19.32272731,19.57868819,19.84127125,20.11074702,20.38554827,20.65936136,20.93967807,21.21762578,21.50078504,21.78030494
VCT_SH_fo..pc,Saint Vincent and the Grenadines,Sheep,Per-capita food consumption [kg/p/year],VCT,SH,FO..PC,1.103233749,0.987735585,1.070174126,0.996158071,1.086350188,0.986706849,1.124558819,1.064633217,0.980036325,0.977481727,0.970448126,0.960321818,0.952552346,0.94406955,0.936965357,0.930052665,0.923019619,0.916589581,0.910463181,0.904291442,0.89839262
VCT_SU_fo..pc,Saint Vincent and the Grenadines,Sugar,Per-capita food consumption [kg/p/year],VCT,SU,FO..PC,64.03512641,64.01989904,64.02751182,64.03219923,64.01053298,63.95322172,63.84356634,63.69600442,63.5208729,63.3552971,63.06745856,62.87211745,62.64361502,62.32377982,62.04138005,61.77826222,61.55338767,61.30030449,61.0093751,60.72293877,60.42785217
VCT_VL_fo..pc,Saint Vincent and the Grenadines,Vegetable oils,Per-capita food consumption [kg/p/year],VCT,VL,FO..PC,10.0035424,9.042444777,8.936251343,9.949391647,9.307009761,9.387226534,9.524648386,9.371127805,9.38187794,9.376743433,9.807993723,9.851073012,9.896637403,9.94500796,9.990481519,10.03172332,10.07611617,10.12203423,10.16896995,10.21726752,10.26625175
VCT_WT_fo..pc,Saint Vincent and the Grenadines,Wheat,Per-capita food consumption [kg/p/year],VCT,WT,FO..PC,36.59150081,36.58279945,36.58714961,36.58982813,36.57744742,36.54469812,36.48203791,36.39771681,36.29764166,36.20302691,36.16800027,36.16898423,36.15697974,36.1300179,36.12345599,36.1121021,36.10150468,36.08799066,36.07306113,36.05453023,36.03497652
VEN_BT_fo..pc,Venezuela,Butter,Per-capita food consumption [kg/p/year],VEN,BT,FO..PC,0.122307198,0.089399352,0.127509918,0.145041303,0.116922155,0.093724624,0.04729443,0.044907137,0.044346721,0.043807335,0.043835123,0.04366897,0.043532546,0.04342276,0.043268787,0.043131134,0.042981014,0.042827467,0.042669831,0.042502839,0.042330472
VEN_BV_fo..pc,Venezuela,Beef and Veal,Per-capita food consumption [kg/p/year],VEN,BV,FO..PC,12.49623467,15.17107344,17.7858371,18.07781851,14.97627053,10.54784623,10.78059276,10.11335624,8.612621111,8.095125752,7.95468247,7.839721455,7.728903439,7.615445769,7.509248671,7.406413429,7.299329745,7.195867546,7.094669856,6.99619214,6.900515936
VEN_EG_fo..pc,Venezuela,Eggs,Per-capita food consumption [kg/p/year],VEN,EG,FO..PC,6.472425091,6.830777001,5.859146769,5.528141152,4.973384573,4.33809321,3.37288105,3.338122121,3.442970968,3.449097074,3.429864319,3.41483508,3.403208534,3.391103072,3.38019007,3.368386064,3.358273729,3.346520885,3.336724339,3.327107129,3.317781957
VEN_FH_fo..pc,Venezuela,Fish,Per-capita food consumption [kg/p/year],VEN,FH,FO..PC,10.37410596,10.17474329,11.78660156,10.83357313,10.85252671,8.340102669,9.411114921,9.199536246,8.969456327,8.850835415,8.022276981,7.894717244,7.870966746,7.803161453,7.736036937,7.677679383,7.579321237,7.593192727,7.585855779,7.577723471,7.548902057
VEN_MA_fo..pc,Venezuela,Maize,Per-capita food consumption [kg/p/year],VEN,MA,FO..PC,58.90863993,59.39592488,59.54551463,59.37106101,60.51063088,60.66422588,50.68391735,50.03580749,49.41138805,48.81040138,48.54575431,48.33229019,48.15657105,47.98972377,47.83700636,47.69303425,47.55739598,47.43329028,47.32284231,47.22276303,47.13783193
VEN_MK_fo..pc,Venezuela,Milk,Per-capita food consumption [kg/p/year],VEN,MK,FO..PC,9.685583645,12.8605655,13.67630165,11.90543518,10.95498446,12.81274915,6.805569574,7.828030373,8.354193459,5.000659449,4.950013206,4.896776407,4.843110001,4.788996522,4.742419688,4.697159799,4.654057317,4.611259436,4.570284053,4.529904313,4.490233408
VEN_OCG_fo..pc,Venezuela,Other Coarse Grains,Per-capita food consumption [kg/p/year],VEN,OCG,FO..PC,0.516754857,0.509120146,0.501800088,0.494770716,0.48800067,0.481473665,0.475173129,0.469096953,0.46324288,0.457608495,0.450634576,0.444780627,0.439181612,0.433434814,0.427887833,0.422428948,0.417063009,0.411766961,0.406529947,0.401337703,0.396194155
VEN_OOS_fo..pc,Venezuela,Other Oilseeds,Per-capita food consumption [kg/p/year],VEN,OOS,FO..PC,0.037390106,0.036837692,0.036308045,0.03579943,0.03530958,0.034837314,0.034381435,0.03394179,0.033518215,0.033110536,0.033237898,0.033255659,0.033337281,0.033423441,0.033495122,0.033571308,0.033646809,0.033724874,0.033798113,0.033868867,0.033937402
VEN_PK_fo..pc,Venezuela,Pork,Per-capita food consumption [kg/p/year],VEN,PK,FO..PC,5.590988012,6.202672313,5.755174346,5.905916504,5.670015283,5.443551846,4.840972998,4.214741226,4.125850902,4.075668515,4.036167555,4.020878459,3.989208659,3.95650857,3.929064798,3.90211748,3.875486957,3.849992818,3.823406157,3.79913567,3.77433735
VEN_PS_fo..pc,Venezuela,Pulses,Per-capita food consumption [kg/p/year],VEN,PS,FO..PC,6.624431583,6.05210534,7.370831492,5.816253008,5.800237182,5.786072931,5.773634271,5.8516351,5.948811558,6.049483988,6.073453932,6.116001112,6.152997037,6.195338299,6.235495229,6.277217709,6.320960197,6.363672027,6.407683166,6.451453977,6.495718064
VEN_PT_fo..pc,Venezuela,Poultry,Per-capita food consumption [kg/p/year],VEN,PT,FO..PC,40.75953907,42.71047936,35.67914716,37.43265246,35.47973499,27.55328697,18.66809684,17.48229848,16.72081371,16.50096632,16.2741785,16.06449977,15.85091132,15.63704091,15.44587784,15.25682414,15.07033947,14.88761109,14.71060617,14.53599496,14.36561402
VEN_RI_fo..pc,Venezuela,Rice,Per-capita food consumption [kg/p/year],VEN,RI,FO..PC,25.52925451,25.37431246,26.24416037,26.50400357,26.55274151,25.14519324,19.08208624,16.15937675,16.8810919,17.14160284,17.18629139,17.2529962,17.31783453,17.36850464,17.42551661,17.48500392,17.54405178,17.60299813,17.66248521,17.72214063,17.77765498
VEN_RT_fo..pc,Venezuela,Roots tubers,Per-capita food consumption [kg/p/year],VEN,RT,FO..PC,8.397202701,8.80060059,9.4232115,10.07573083,10.23599848,10.40206484,10.57392234,10.75187186,10.93622522,11.12730506,10.42352072,10.51268829,10.60367787,10.69781887,10.79410088,10.89216236,10.98871655,11.08749333,11.18395106,11.28187943,11.3766297
VEN_SH_fo..pc,Venezuela,Sheep,Per-capita food consumption [kg/p/year],VEN,SH,FO..PC,0.336740389,0.350459715,0.271447261,0.291541595,0.292529861,0.278419909,0.192497518,0.190542609,0.188164742,0.18587611,0.181981816,0.177589041,0.173765768,0.169915099,0.166359781,0.162906421,0.15950343,0.156263572,0.153139096,0.150061104,0.147082122
VEN_SU_fo..pc,Venezuela,Sugar,Per-capita food consumption [kg/p/year],VEN,SU,FO..PC,38.58343668,38.92978619,39.30673016,39.71264303,34.97254204,26.31992869,21.79408446,20.32704679,16.98516464,16.77857548,16.47093398,16.19252889,15.91510148,15.62208495,15.34134666,15.07035819,14.81386154,14.55468093,14.29148953,14.03362038,13.77806075
VEN_VL_fo..pc,Venezuela,Vegetable oils,Per-capita food consumption [kg/p/year],VEN,VL,FO..PC,16.2100743,15.81644822,16.8375453,18.34565919,18.70896687,15.45528686,15.80844937,13.00389415,12.13562708,13.08760323,13.49985204,13.37137487,13.25123001,13.1379099,13.01980225,12.89731675,12.78042866,12.66612567,12.55433797,12.44479196,12.33669366
VEN_WT_fo..pc,Venezuela,Wheat,Per-capita food consumption [kg/p/year],VEN,WT,FO..PC,56.18712967,56.37521785,56.56823889,56.50145973,56.54165402,46.44504489,37.41106649,40.68536596,42.64820431,42.12947769,41.89352937,41.70060753,41.49786843,41.28142022,41.08736312,40.88887739,40.69266097,40.49363651,40.29416662,40.09107354,39.88729798
VNM_BT_fo..pc,Viet Nam,Butter,Per-capita food consumption [kg/p/year],VNM,BT,FO..PC,0.182418233,0.149290044,0.174291563,0.189141311,0.149051951,0.096300617,0.143281519,0.160224747,0.146852848,0.16391413,0.174207902,0.179875699,0.185774468,0.192101758,0.198510956,0.205229019,0.212105586,0.219151192,0.226311888,0.23354077,0.24079878
VNM_BV_fo..pc,Viet Nam,Beef and Veal,Per-capita food consumption [kg/p/year],VNM,BV,FO..PC,4.643296249,6.393484773,6.544975976,8.328179602,10.07519872,9.749593781,9.630139083,10.58417695,8.934828883,8.145188711,8.259766557,8.421207214,8.573492799,8.728890162,8.878577826,9.042319968,9.182260572,9.335875451,9.477147298,9.630783058,9.774006922
VNM_EG_fo..pc,Viet Nam,Eggs,Per-capita food consumption [kg/p/year],VNM,EG,FO..PC,3.358020525,3.575877744,3.759929456,3.955371381,3.936184682,3.965477233,3.941433326,4.395122191,4.44181654,4.494397146,4.624140404,4.731183383,4.842088088,4.953350869,5.068693858,5.185265291,5.304572827,5.426657684,5.551731083,5.677625603,5.80276457
VNM_FH_fo..pc,Viet Nam,Fish,Per-capita food consumption [kg/p/year],VNM,FH,FO..PC,33.43740712,33.04979507,34.03471272,33.07096482,31.17874362,34.69311161,35.11127495,37.7459722,37.0266358,37.64646175,37.67069304,36.70367045,37.47033455,37.88971291,38.13662167,38.43964945,38.70927966,38.89237848,39.03676287,39.31001751,39.59575534
VNM_MA_fo..pc,Viet Nam,Maize,Per-capita food consumption [kg/p/year],VNM,MA,FO..PC,5.668150534,5.877669972,6.383910449,6.447877204,6.483055632,6.839482991,6.978858703,7.221858276,7.461584413,7.69762021,7.837189483,7.951110029,8.068117346,8.181331073,8.292602781,8.397476869,8.496243238,8.587849861,8.671933028,8.745383774,8.811338622
VNM_MK_fo..pc,Viet Nam,Milk,Per-capita food consumption [kg/p/year],VNM,MK,FO..PC,1.824570024,1.553109095,1.708939551,1.691875206,1.826273312,1.533285266,1.925236014,2.197079644,2.302157131,2.348209067,2.4089085,2.475481017,2.541679816,2.608274664,2.677363784,2.748361143,2.820687441,2.894698541,2.969592635,3.045128842,3.120400892
VNM_OCG_fo..pc,Viet Nam,Other Coarse Grains,Per-capita food consumption [kg/p/year],VNM,OCG,FO..PC,0.018320732,0.018730098,0.018832886,0.015131792,0.179088005,0.016854874,0.03926522,0.031290121,0.030946498,0.030626363,0.031228447,0.031768715,0.032327702,0.032854581,0.033390476,0.033911741,0.034412978,0.034890779,0.035335704,0.035745764,0.036116897
VNM_OOS_fo..pc,Viet Nam,Other Oilseeds,Per-capita food consumption [kg/p/year],VNM,OOS,FO..PC,1.419423864,1.144665087,0.914508327,0.969696225,1.129818976,1.094082312,1.415473363,1.235346615,1.186398979,1.174977949,1.190600952,1.201854216,1.21330133,1.226463742,1.239282252,1.251966714,1.2649583,1.277865384,1.29227303,1.305553471,1.32008574
VNM_PK_fo..pc,Viet Nam,Pork,Per-capita food consumption [kg/p/year],VNM,PK,FO..PC,27.56039639,27.88931228,28.41802647,29.40071301,30.41206131,30.60861318,31.04570226,31.29015559,32.20378294,26.61873504,25.64569972,26.60362249,27.50622669,28.44577632,29.37083518,30.32493731,31.6349934,32.80270915,33.21343715,33.56713499,33.793582
VNM_PS_fo..pc,Viet Nam,Pulses,Per-capita food consumption [kg/p/year],VNM,PS,FO..PC,3.034094804,3.181559571,3.03835577,2.982817281,3.003971503,3.026327038,3.050156107,3.075344258,3.101748159,3.129081651,3.119056823,3.1496138,3.167951687,3.177161637,3.18696653,3.194222263,3.202632,3.205223226,3.210912084,3.207830173,3.207956378
VNM_PT_fo..pc,Viet Nam,Poultry,Per-capita food consumption [kg/p/year],VNM,PT,FO..PC,11.11117948,15.80259712,12.50902319,12.27115079,13.14412588,15.40381331,13.80882138,12.16452801,15.70961196,16.57667598,16.90622856,17.25603216,17.60342966,17.97935038,18.35331272,18.75949046,19.15788742,19.59187441,20.02630114,20.49497947,20.96265225
VNM_RI_fo..pc,Viet Nam,Rice,Per-capita food consumption [kg/p/year],VNM,RI,FO..PC,161.8581759,161.0078364,159.8640023,157.4874988,155.1697718,155.0653639,153.5382494,153.4061634,153.3148298,152.0213129,151.762151,151.5407709,151.2754707,151.0575472,150.7912321,150.5924829,150.3435706,150.1325947,149.8930143,149.692511,149.4564374
VNM_RT_fo..pc,Viet Nam,Roots tubers,Per-capita food consumption [kg/p/year],VNM,RT,FO..PC,3.836604755,3.875436504,4.132341154,3.701832853,3.805280241,3.963007316,4.041618674,4.002288962,3.864191231,3.792511853,3.800922682,3.81729792,3.83242254,3.849977108,3.865422947,3.878408158,3.886774579,3.893064644,3.893215291,3.889889598,3.879698604
VNM_SH_fo..pc,Viet Nam,Sheep,Per-capita food consumption [kg/p/year],VNM,SH,FO..PC,0.094056329,0.088624751,0.080296836,0.091212102,0.110505262,0.128269729,0.12588894,0.162967031,0.167891048,0.166274822,0.170820326,0.17471199,0.178915203,0.183156663,0.187158148,0.191407775,0.195357185,0.199563769,0.203662334,0.207915011,0.212024603
VNM_SU_fo..pc,Viet Nam,Sugar,Per-capita food consumption [kg/p/year],VNM,SU,FO..PC,12.53496628,14.13291008,14.98034046,18.47040428,16.20834613,17.22745482,15.0577773,16.41183715,16.84092299,16.73012095,16.90938842,17.18760596,17.41179284,17.6788845,17.92776051,18.18858167,18.43850102,18.66607413,18.8932274,19.11718462,19.34586272
VNM_VL_fo..pc,Viet Nam,Vegetable oils,Per-capita food consumption [kg/p/year],VNM,VL,FO..PC,2.186647799,2.155181986,1.699944243,1.967350052,2.129672123,2.197435466,2.414202891,2.37141615,2.544908856,2.581357237,2.647057724,2.722653906,2.802703651,2.886966881,2.971640492,3.056324732,3.144138914,3.233693049,3.324083725,3.415057714,3.506149078
VNM_WT_fo..pc,Viet Nam,Wheat,Per-capita food consumption [kg/p/year],VNM,WT,FO..PC,13.17691982,13.6837965,14.28068241,14.83859743,15.2218849,15.81997297,16.59513629,17.40372131,17.118552,17.1688618,17.53009606,17.85307578,18.16644591,18.46826477,18.77350161,19.06594168,19.34694972,19.61445823,19.86522014,20.09516111,20.30631877
VUT_BT_fo..pc,Vanuatu,Butter,Per-capita food consumption [kg/p/year],VUT,BT,FO..PC,0.461287801,0.475460055,0.096975574,0.031602816,0.177709094,0.151169868,0.122040514,0.10497966,0.102794229,0.100688502,0.103026699,0.102683257,0.102519352,0.102633313,0.102725311,0.102877098,0.103029305,0.103179617,0.103337199,0.103475656,0.103593413
VUT_BV_fo..pc,Vanuatu,Beef and Veal,Per-capita food consumption [kg/p/year],VUT,BV,FO..PC,7.328974432,6.482794489,6.878800718,6.559164466,5.181379055,4.542276597,4.491460728,4.39647577,4.304951425,4.216765008,4.211808417,4.211752532,4.223432365,4.232405673,4.235008954,4.230249117,4.222782845,4.212553231,4.207484758,4.202881577,4.198554634
VUT_EG_fo..pc,Vanuatu,Eggs,Per-capita food consumption [kg/p/year],VUT,EG,FO..PC,2.708478829,2.972658952,2.759763211,2.737593938,2.704268818,2.312898974,2.274391394,2.280592618,2.233116013,2.187370897,2.169762528,2.153317176,2.13853902,2.123867379,2.110245265,2.095011845,2.080720016,2.06494167,2.051002267,2.037130284,2.023412465
VUT_FH_fo..pc,Vanuatu,Fish,Per-capita food consumption [kg/p/year],VUT,FH,FO..PC,42.10825004,44.88555185,44.35169809,48.4867115,46.94027921,63.37013027,60.18379097,42.92274947,42.29847777,45.58411315,59.60723501,58.82872824,59.34436055,59.66082584,59.92066739,60.04787177,61.00517578,61.68245425,62.4028112,63.09047262,63.64530856
VUT_MA_fo..pc,Vanuatu,Maize,Per-capita food consumption [kg/p/year],VUT,MA,FO..PC,0.00038088,0.000372099,0.000363658,0.000355532,0.000347692,0.000340132,0.000332838,0.000325799,0.000319017,0.000312482,0.000307974,0.000304781,0.000301405,0.000298345,0.000295303,0.00029226,0.000289252,0.000286263,0.000283336,0.00028042,0.000277569
VUT_MK_fo..pc,Vanuatu,Milk,Per-capita food consumption [kg/p/year],VUT,MK,FO..PC,2.309316762,2.82208282,1.966098951,2.021474127,2.092563211,2.105115991,1.983787043,1.93394254,1.897085222,1.861556794,1.862494085,1.870182111,1.880622749,1.89297778,1.906866345,1.920462228,1.934496248,1.948262125,1.962726151,1.977332549,1.992058896
VUT_OCG_fo..pc,Vanuatu,Other Coarse Grains,Per-capita food consumption [kg/p/year],VUT,OCG,FO..PC,0.002285279,0.002232595,0.00218195,0.00213319,0.00208615,0.002040793,0.001997027,0.001954794,0.001914099,0.001874889,0.001884384,0.001901642,0.001917303,0.001933489,0.001950557,0.001968079,0.001985941,0.002003854,0.002022018,0.002040232,0.002058424
VUT_OOS_fo..pc,Vanuatu,Other Oilseeds,Per-capita food consumption [kg/p/year],VUT,OOS,FO..PC,4.739837951,4.630567492,4.525526788,4.424394243,4.326830109,4.232756293,4.141981075,4.054386877,3.969984023,3.888659373,3.876115899,3.862498099,3.847725343,3.832199903,3.815805067,3.798837125,3.781161706,3.762890157,3.743853904,3.724172754,3.703810809
VUT_PK_fo..pc,Vanuatu,Pork,Per-capita food consumption [kg/p/year],VUT,PK,FO..PC,12.20169713,12.02955283,11.95708828,11.70568306,11.43519386,11.15028944,11.28689843,11.49708279,11.82488098,11.5826497,11.35876025,11.38735146,11.32479925,11.26858345,11.22660311,11.16973856,11.11513654,11.04682987,10.99288581,10.94707401,10.89484604
VUT_PS_fo..pc,Vanuatu,Pulses,Per-capita food consumption [kg/p/year],VUT,PS,FO..PC,0.008463996,0.008268871,0.004040649,0.003950352,0.003863241,0.003779247,0.003698197,0.003619988,0.003544629,0.003472017,0.003516171,0.003571023,0.003623763,0.003682562,0.003741562,0.003801977,0.003865202,0.003928166,0.003993366,0.004059089,0.004126036
VUT_PT_fo..pc,Vanuatu,Poultry,Per-capita food consumption [kg/p/year],VUT,PT,FO..PC,10.53513625,11.0736714,7.324080229,7.67237366,9.168630265,9.214181356,9.016575053,8.825893433,8.64215897,8.465125373,8.5836813,8.712870126,8.851661184,9.026409329,9.19922676,9.369856466,9.544771063,9.709623199,9.889593663,10.07092258,10.25423932
VUT_RI_fo..pc,Vanuatu,Rice,Per-capita food consumption [kg/p/year],VUT,RI,FO..PC,48.71876294,47.86849145,49.2959168,50.16947044,50.99478342,51.01983032,51.4049437,51.40383362,52.1060403,50.34425081,49.74691935,49.49334665,49.13669002,48.80543157,48.4503933,48.11342946,47.77729997,47.4426822,47.11980214,46.80253906,46.47085829
VUT_RT_fo..pc,Vanuatu,Roots tubers,Per-capita food consumption [kg/p/year],VUT,RT,FO..PC,53.1110945,52.82981376,53.36485026,52.71349713,52.93878873,53.18194087,53.44245556,53.72067621,54.01863956,54.33679233,55.42111089,55.02690583,55.23410996,55.15450208,55.19327845,55.21692576,55.23278463,55.26734355,55.28422495,55.30643914,55.33008202
VUT_SH_fo..pc,Vanuatu,Sheep,Per-capita food consumption [kg/p/year],VUT,SH,FO..PC,0.171395926,0.197212562,0.192738953,0.191987107,0.187753521,0.193875355,0.189717526,0.185705399,0.181839447,0.178114487,0.179367408,0.178938974,0.179376215,0.179479483,0.179432667,0.179092451,0.178748574,0.178086123,0.177550373,0.176975477,0.176427904
VUT_SU_fo..pc,Vanuatu,Sugar,Per-capita food consumption [kg/p/year],VUT,SU,FO..PC,16.92799268,16.53774104,16.16259567,15.80140801,15.45296467,15.11698676,14.79278955,14.47995313,14.17851437,13.88806919,14.01184924,14.27055891,14.43135383,14.61990331,14.79598514,14.98013951,15.15503344,15.30939608,15.46758201,15.62402553,15.78680357
VUT_VL_fo..pc,Vanuatu,Vegetable oils,Per-capita food consumption [kg/p/year],VUT,VL,FO..PC,0.001523519,9.150883107,8.718670362,12.16708417,9.59509761,9.727064223,10.03136239,9.37577201,9.306199681,9.175313253,9.061695067,9.02421288,9.001626846,8.996996631,8.989428026,8.975196355,8.9668152,8.958282984,8.950451722,8.942218487,8.933358142
VUT_WT_fo..pc,Vanuatu,Wheat,Per-capita food consumption [kg/p/year],VUT,WT,FO..PC,16.92799268,16.53774104,16.16259567,15.80140801,15.45296467,15.11698676,14.79278955,14.47995313,14.17851437,13.88806919,13.78188196,13.75028291,13.68644964,13.63411618,13.58375124,13.53096771,13.47899446,13.42471539,13.37106904,13.31525662,13.25904558
WSM_BT_fo..pc,Samoa,Butter,Per-capita food consumption [kg/p/year],WSM,BT,FO..PC,1.59501623,1.811739068,1.67024324,1.535985543,1.747360818,2.042055653,2.077300876,2.031154526,2.018260377,2.00594245,2.069452178,2.067781822,2.069951194,2.076980564,2.083587286,2.091340948,2.099175583,2.106905571,2.11457399,2.121447274,2.127211794
WSM_BV_fo..pc,Samoa,Beef and Veal,Per-capita food consumption [kg/p/year],WSM,BV,FO..PC,9.559893572,9.951776127,9.201666003,9.849179651,10.21842045,10.82375513,9.503139013,9.439523401,9.379599541,9.322353598,9.388188431,9.41186096,9.462968162,9.50471179,9.532265857,9.542884349,9.547602432,9.545620006,9.554244098,9.562001069,9.567224847
WSM_EG_fo..pc,Samoa,Eggs,Per-capita food consumption [kg/p/year],WSM,EG,FO..PC,1.965575556,1.95028382,2.040233831,2.075939505,2.085391929,2.193446468,2.178090967,2.16351046,2.149776091,2.136655492,2.136934919,2.126114078,2.117117274,2.107390222,2.098653063,2.088171198,2.078620108,2.067437692,2.057812606,2.047794353,2.037213261
WSM_FH_fo..pc,Samoa,Fish,Per-capita food consumption [kg/p/year],WSM,FH,FO..PC,48.52316181,48.07937527,48.45923727,48.11704025,48.5808643,47.94291982,49.05661221,48.11132697,61.29110964,70.46579371,92.90323396,91.9222789,92.97366594,93.68274141,94.30552151,94.7174511,96.44526848,97.73250965,99.08241919,100.3654142,101.4077703
WSM_MA_fo..pc,Samoa,Maize,Per-capita food consumption [kg/p/year],WSM,MA,FO..PC,0.000483338,0.000479578,0.000475702,0.000471804,0.000468043,0.000464495,0.000461243,0.000458155,0.000455247,0.000452468,0.000447169,0.000442912,0.000438401,0.000434289,0.000430198,0.000426097,0.000422044,0.000418008,0.000414043,0.00041006,0.000406123
WSM_MK_fo..pc,Samoa,Milk,Per-capita food consumption [kg/p/year],WSM,MK,FO..PC,3.79162747,4.006607662,3.336786575,3.471537018,3.508242881,3.573924258,5.1519795,3.649154913,3.276359928,3.878959792,3.912919439,3.939030743,3.971516171,4.006729241,4.045338635,4.083309525,4.122458424,4.161011754,4.200744864,4.240081113,4.278397787
WSM_OCG_fo..pc,Samoa,Other Coarse Grains,Per-capita food consumption [kg/p/year],WSM,OCG,FO..PC,0.00290003,0.002877468,0.002854213,0.002830827,0.002808258,0.002786967,0.002767457,0.002748931,0.00273148,0.002714809,0.002736073,0.002763498,0.002788764,0.002814504,0.002841582,0.002869334,0.002897661,0.002926076,0.002954802,0.002983452,0.003011773
WSM_OOS_fo..pc,Samoa,Other Oilseeds,Per-capita food consumption [kg/p/year],WSM,OOS,FO..PC,0.001450015,0.001438734,0.001427107,0.001415413,0.001404129,0.001393484,0.001383728,0.001374465,0.00136574,0.001357405,0.001356753,0.001353145,0.001349183,0.001344789,0.001340088,0.001335165,0.001330002,0.001324606,0.001318889,0.00131285,0.001306418
WSM_PK_fo..pc,Samoa,Pork,Per-capita food consumption [kg/p/year],WSM,PK,FO..PC,16.10268237,17.6271554,16.41912532,18.34375635,17.55265546,16.42039831,17.56412556,16.66055772,17.41268051,17.83328085,17.63279982,17.72199202,17.67134079,17.62374273,17.59816306,17.5482527,17.50199415,17.43305741,17.38451795,17.34510142,17.28957922
WSM_PS_fo..pc,Samoa,Pulses,Per-capita food consumption [kg/p/year],WSM,PS,FO..PC,0.000483338,0.000479578,0.000475702,0.000471804,0.000468043,0.000464495,0.000461243,0.000458155,0.000455247,0.000452468,0.000459485,0.000467052,0.000474377,0.000482451,0.000490565,0.000498874,0.00050757,0.00051624,0.000525201,0.000534208,0.000543329
WSM_PT_fo..pc,Samoa,Poultry,Per-capita food consumption [kg/p/year],WSM,PT,FO..PC,82.74750865,64.67109175,68.93876118,64.50038403,82.370901,57.21643819,94.09814222,77.90928431,84.18422005,84.45319361,86.34223458,87.86388612,89.50001897,91.47516438,93.43931542,95.38567675,97.38624125,99.28819756,101.3418293,103.3968724,105.4450339
WSM_RI_fo..pc,Samoa,Rice,Per-capita food consumption [kg/p/year],WSM,RI,FO..PC,23.62987007,23.446035,23.25655145,23.0659945,23.40215382,23.74083235,24.08712364,24.43494166,24.78565375,25.63986591,25.4054422,25.29760168,25.13790607,24.9879459,24.82566967,24.67215475,24.51912457,24.36637693,24.21860521,24.07193468,23.91499947
WSM_RT_fo..pc,Samoa,Roots tubers,Per-capita food consumption [kg/p/year],WSM,RT,FO..PC,32.40477023,31.36405497,31.16261924,30.04345784,29.99936151,29.97493052,29.96650031,29.96572192,29.97374033,29.98746592,30.67013566,30.47807444,30.62037215,30.60012997,30.64571514,30.6826519,30.71568461,30.75885875,30.79121302,30.82458106,30.85537998
WSM_SH_fo..pc,Samoa,Sheep,Per-capita food consumption [kg/p/year],WSM,SH,FO..PC,7.472409368,4.757413646,5.656099023,4.416089492,3.444797042,4.319799278,5.004484305,4.755650521,3.528161937,3.194425646,3.243426701,3.243881388,3.260423822,3.269744676,3.276353035,3.277467265,3.278578073,3.273679696,3.270715261,3.266345291,3.261375556
WSM_SU_fo..pc,Samoa,Sugar,Per-capita food consumption [kg/p/year],WSM,SU,FO..PC,10.74085003,10.65728863,10.57115975,10.48454295,10.40095725,10.32210102,10.24983985,15.27183854,10.11659337,10.05484938,10.22812839,10.44338202,10.58903626,10.75186221,10.90619417,11.06667358,11.22121806,11.36067993,11.50227466,11.64078049,11.78061335
WSM_VL_fo..pc,Samoa,Vegetable oils,Per-capita food consumption [kg/p/year],WSM,VL,FO..PC,92.80094428,93.78413998,93.60270219,93.54344988,98.29325213,96.76957201,95.97308922,94.35648871,94.44195968,93.73271985,93.3354831,93.18502696,93.19808469,93.36269268,93.49707393,93.55819233,93.68238605,93.80104219,93.91671252,94.00935172,94.06435105
WSM_WT_fo..pc,Samoa,Wheat,Per-capita food consumption [kg/p/year],WSM,WT,FO..PC,42.96340013,43.6948834,43.34175497,42.98662611,43.68402045,43.3528243,43.04932735,43.77927048,43.50135148,43.23585231,43.02346444,42.96160017,42.80064274,42.67029801,42.54609165,42.41367559,42.28410455,42.14665353,42.00955556,41.86271671,41.70981192
YEM_BT_fo..pc,Yemen,Butter,Per-capita food consumption [kg/p/year],YEM,BT,FO..PC,0.258823956,0.159531885,0.249859808,0.124216452,0.425697674,0.296029823,0.268813181,0.260810282,0.254813344,0.249087336,0.250813972,0.256816757,0.259236031,0.260638749,0.259820633,0.259189974,0.258652677,0.258216538,0.257870147,0.257582402,0.257338421
YEM_BV_fo..pc,Yemen,Beef and Veal,Per-capita food consumption [kg/p/year],YEM,BV,FO..PC,3.331339655,3.252236229,3.214524306,3.175304063,3.231305572,3.219231443,3.115564701,3.10721045,3.094906571,3.049024398,3.05917316,3.162781128,3.239423798,3.304921091,3.343076893,3.381313461,3.419182685,3.455420401,3.48850109,3.521752356,3.557933858
