ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OUTPUT,0",countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
BHR_PK_fo..pc,Bahrain,Pork,Per-capita food consumption [kg/p/year],BHR,PK,FO..PC,1.230112555,1.450085966,1.292707253,1.626867939,1.600721974,1.380903978,1.301177173,1.374797011,1.471353055,1.097017151,1.071825529,1.051151732,1.035908915,1.023728017,1.012346851,1.00086882,0.989060085,0.977156216,0.965365945,0.954035594,0.943391653
BHR_PS_fo..pc,Bahrain,Pulses,Per-capita food consumption [kg/p/year],BHR,PS,FO..PC,0.004795054,0.005319694,0.156896882,0.151853678,0.006360386,0.004956792,0.003578518,0.002847411,0.002630835,0.00244144,0.002455018,0.00246927,0.002485159,0.002503553,0.002523704,0.002544507,0.002566227,0.002588385,0.002611385,0.00263493,0.002659165
BHR_PT_fo..pc,Bahrain,Poultry,Per-capita food consumption [kg/p/year],BHR,PT,FO..PC,33.1165738,31.9538365,31.94051354,36.90831201,36.66814652,39.34373587,44.67632241,39.57485851,53.35007735,42.80821259,42.68982957,42.65632822,42.84231595,43.1632146,43.56564178,43.97201359,44.37513192,44.78422832,45.2115169,45.66416869,46.14745772
BHR_RI_fo..pc,Bahrain,Rice,Per-capita food consumption [kg/p/year],BHR,RI,FO..PC,50.75568188,49.58205031,49.67878282,50.47023285,51.04276753,51.82406378,52.23485387,52.92834496,53.13999346,53.72746512,53.80736737,53.95608397,54.26905078,54.67068454,55.09450874,55.49588085,55.86128487,56.20151746,56.52634266,56.84956306,57.18080872
BHR_RT_fo..pc,Bahrain,Roots tubers,Per-capita food consumption [kg/p/year],BHR,RT,FO..PC,0.023221759,0.008578006,0.008040965,0.007172663,0.006296782,0.005762271,0.005367777,0.004954495,0.004577653,0.004248106,0.004201245,0.004152934,0.00410735,0.004064299,0.004024312,0.003986954,0.003951996,0.003919862,0.003889221,0.003860228,0.003831636
BHR_SH_fo..pc,Bahrain,Sheep,Per-capita food consumption [kg/p/year],BHR,SH,FO..PC,19.70573586,20.13731001,21.06409864,25.04365535,22.06769441,17.1096802,19.65427278,16.87623629,14.97785847,14.32948127,14.25751131,14.06818664,13.98842776,13.94072231,13.91684519,13.89972016,13.88782698,13.88927854,13.89969511,13.91853208,13.94778005
BHR_SU_fo..pc,Bahrain,Sugar,Per-capita food consumption [kg/p/year],BHR,SU,FO..PC,7.25E-05,7.04E-05,6.92E-05,6.84E-05,6.73E-05,6.56E-05,6.32E-05,6.03E-05,5.74E-05,5.49E-05,5.49E-05,5.48E-05,5.50E-05,5.54E-05,5.59E-05,5.64E-05,5.69E-05,5.74E-05,5.79E-05,5.84E-05,5.89E-05
BHR_VL_fo..pc,Bahrain,Vegetable oils,Per-capita food consumption [kg/p/year],BHR,VL,FO..PC,5.159061272,5.008087644,4.923549837,4.866679196,4.790255838,4.66644324,4.491870314,4.288993763,4.085329819,3.908479791,3.903002565,3.879911396,3.875871628,3.881980909,3.895118072,3.907204892,3.92071884,3.935506185,3.951604505,3.969197009,3.987952524
BHR_WT_fo..pc,Bahrain,Wheat,Per-capita food consumption [kg/p/year],BHR,WT,FO..PC,62.85952523,62.58463384,63.06639385,63.09814904,62.85557489,63.41778194,63.15031579,62.97803071,63.17832776,63.49609514,63.11748315,62.6526176,62.27794207,61.94430615,61.68243698,61.42761402,61.18874225,60.96393793,60.75325992,60.55269446,60.36496062
BHS_BT_fo..pc,Bahamas,Butter,Per-capita food consumption [kg/p/year],BHS,BT,FO..PC,1.502084069,1.702276281,2.015917678,1.540133642,1.787167428,1.716480744,1.725319016,1.757887129,1.665477025,1.649735169,1.656923027,1.668763992,1.679425418,1.690294192,1.699195197,1.708594108,1.717464776,1.726101103,1.734494971,1.742404609,1.750024108
BHS_BV_fo..pc,Bahamas,Beef and Veal,Per-capita food consumption [kg/p/year],BHS,BV,FO..PC,21.3558664,22.2679016,22.8304021,20.12564997,21.98713098,24.84502475,24.52841315,22.35653028,21.77041442,21.56464351,21.26505714,21.17490341,21.0599468,20.92643289,20.80745658,20.6908487,20.55678701,20.42420563,20.2966972,20.17287092,20.05198439
BHS_EG_fo..pc,Bahamas,Eggs,Per-capita food consumption [kg/p/year],BHS,EG,FO..PC,2.34735278,3.551864932,2.284706702,2.255858398,2.231996802,2.230907955,2.210964369,2.074053879,2.053670918,2.034259908,2.028516598,2.041461588,2.05304606,2.063177136,2.073870688,2.08382426,2.094737803,2.104317049,2.11529238,2.126355262,2.137156962
BHS_FH_fo..pc,Bahamas,Fish,Per-capita food consumption [kg/p/year],BHS,FH,FO..PC,29.28586674,31.96955064,29.78969102,27.64822288,27.78142739,27.43532789,28.00646366,28.63795948,29.89070591,29.24753404,31.85394867,31.93199186,32.34521165,32.56176596,32.78694273,33.05843931,33.1641232,33.7622595,34.25225816,34.73565986,35.19267268
BHS_MA_fo..pc,Bahamas,Maize,Per-capita food consumption [kg/p/year],BHS,MA,FO..PC,0.000249424,0.000245521,0.00024191,0.000238575,0.000235498,0.000232656,0.000230043,0.00022764,0.000225403,0.000223272,0.000222301,0.000222134,0.000222013,0.00022188,0.000221806,0.000221764,0.000221756,0.000221791,0.000221884,0.000222021,0.000222221
BHS_MK_fo..pc,Bahamas,Milk,Per-capita food consumption [kg/p/year],BHS,MK,FO..PC,5.122993516,5.356823391,5.376520989,5.038144283,5.447462943,5.342701421,3.560853967,3.485725771,3.45146947,3.418846664,3.394859699,3.394974097,3.389131579,3.380724919,3.376841905,3.373240462,3.370709976,3.367748209,3.365832643,3.363941816,3.361884326
BHS_OCG_fo..pc,Bahamas,Other Coarse Grains,Per-capita food consumption [kg/p/year],BHS,OCG,FO..PC,0.001496541,0.001473124,0.001451461,0.00143145,0.001412987,0.001395933,0.001380255,0.00136584,0.001352417,0.001339635,0.001320645,0.001308244,0.001295783,0.00128255,0.001269771,0.001257127,0.001244646,0.001232246,0.001219929,0.001207647,0.001195395
BHS_OOS_fo..pc,Bahamas,Other Oilseeds,Per-capita food consumption [kg/p/year],BHS,OOS,FO..PC,0.000748271,0.000736562,0.00072573,0.000715725,0.000706494,0.000697967,0.000690128,0.00068292,0.000676209,0.000669817,0.000672858,0.000675791,0.000679601,0.000683452,0.000686911,0.000690461,0.00069399,0.000697586,0.000701079,0.000704519,0.000707918
BHS_PK_fo..pc,Bahamas,Pork,Per-capita food consumption [kg/p/year],BHS,PK,FO..PC,17.77891093,21.0362065,19.18078473,15.33029411,19.53899944,20.91624849,20.84287612,21.38804829,21.37821336,21.17614948,21.05324772,21.18896494,21.21630988,21.22416664,21.25527916,21.28449685,21.31306567,21.34303619,21.36607712,21.40148087,21.43241309
BHS_PS_fo..pc,Bahamas,Pulses,Per-capita food consumption [kg/p/year],BHS,PS,FO..PC,1.097463637,1.260339169,1.306314655,1.200827091,1.175901935,1.153374057,1.133142111,1.115045433,1.098803482,1.084079837,1.089493632,1.101120698,1.111233536,1.122110978,1.132608804,1.143390464,1.154566966,1.165544446,1.176816337,1.188062783,1.199397772
BHS_PT_fo..pc,Bahamas,Poultry,Per-capita food consumption [kg/p/year],BHS,PT,FO..PC,67.4166924,63.05706017,57.71007855,62.74043212,63.24296214,66.7814412,68.60558535,67.33137692,64.82587566,63.32452628,62.6305649,62.49175004,62.22569924,61.90308469,61.6525307,61.39257651,61.13315824,60.86821773,60.62458319,60.37987704,60.13007865
BHS_RI_fo..pc,Bahamas,Rice,Per-capita food consumption [kg/p/year],BHS,RI,FO..PC,21.61670801,22.09685557,23.11585604,23.19478376,23.54979041,23.52405839,23.25985636,23.01693939,23.29163358,23.07148432,23.1567007,23.3306857,23.49082178,23.62796782,23.77336378,23.92214027,24.07036126,24.21824283,24.36715227,24.51656336,24.66009072
BHS_RT_fo..pc,Bahamas,Roots tubers,Per-capita food consumption [kg/p/year],BHS,RT,FO..PC,7.804185866,7.032801685,3.427060053,3.50174964,3.540146151,3.581757168,3.626721639,3.674960232,3.725939488,3.778836285,3.543860962,3.587386839,3.62983757,3.672801103,3.716610651,3.761115909,3.805287213,3.850232935,3.894591965,3.93940045,3.983341407
BHS_SH_fo..pc,Bahamas,Sheep,Per-capita food consumption [kg/p/year],BHS,SH,FO..PC,2.898301697,3.127932666,2.946465278,2.314176711,3.113282292,2.354473889,2.328030459,2.303717406,2.281077405,1.90004837,1.867245349,1.840844436,1.81826581,1.793325081,1.770766677,1.748403402,1.726104291,1.704862461,1.684242076,1.663848168,1.644002603
BHS_SU_fo..pc,Bahamas,Sugar,Per-capita food consumption [kg/p/year],BHS,SU,FO..PC,33.25647386,32.73608232,32.25468285,31.80998916,28.78331266,28.43567498,28.11630989,27.82267399,27.54924402,27.28885242,26.87566358,26.7126751,26.50459124,26.24958033,26.00539363,25.76913492,25.55005627,25.31853561,25.07348151,24.83060608,24.58406574
BHS_VL_fo..pc,Bahamas,Vegetable oils,Per-capita food consumption [kg/p/year],BHS,VL,FO..PC,0.941227522,0.414323911,1.031325099,1.333098428,0.905767762,1.062242699,1.073506467,0.992394538,1.021208752,1.008941212,1.043233619,1.044550531,1.044875413,1.045165527,1.044883766,1.044038934,1.043456176,1.042929458,1.042510767,1.042180034,1.041795504
BHS_WT_fo..pc,Bahamas,Wheat,Per-capita food consumption [kg/p/year],BHS,WT,FO..PC,28.54514006,28.64407203,28.76042554,28.89407349,29.0447415,28.95268726,28.88311834,28.83440759,28.80148239,28.5292548,28.40017473,28.37251722,28.32266758,28.25801604,28.20619984,28.14977465,28.09367434,28.03402487,27.97314693,27.90866169,27.84225365
BIH_BT_fo..pc,Bosnia and Herzegovina,Butter,Per-capita food consumption [kg/p/year],BIH,BT,FO..PC,0.701220072,0.673920029,0.717888283,0.708738056,0.774817299,0.557698469,0.438180455,0.510405269,0.494355167,0.475758868,0.48510583,0.485024694,0.485517461,0.486467777,0.487529969,0.488794563,0.489999811,0.491201199,0.492368242,0.493440585,0.494419239
BIH_BV_fo..pc,Bosnia and Herzegovina,Beef and Veal,Per-capita food consumption [kg/p/year],BIH,BV,FO..PC,7.396098561,8.048112381,7.819308257,7.881943883,8.498340831,9.908593624,9.454375997,9.329295855,10.13410967,10.99442763,11.03767894,11.06224821,11.11467328,11.15885093,11.19595541,11.22426524,11.24331274,11.26218312,11.28526729,11.3079307,11.3325836
BIH_EG_fo..pc,Bosnia and Herzegovina,Eggs,Per-capita food consumption [kg/p/year],BIH,EG,FO..PC,4.322566233,3.858669577,5.278273326,5.500612078,5.485056235,5.590232916,5.018523351,5.035612958,4.879627629,4.735388383,4.814208221,4.890689578,4.975175135,5.060837445,5.154048741,5.247775315,5.343612935,5.440216404,5.539804884,5.640633283,5.742494806
BIH_FH_fo..pc,Bosnia and Herzegovina,Fish,Per-capita food consumption [kg/p/year],BIH,FH,FO..PC,5.553302214,4.842182988,4.853119017,4.553467608,5.674629278,5.562408609,5.997853713,5.497418728,5.922279932,5.93662852,6.500846845,6.445209029,6.529303724,6.609535256,6.668364111,6.711521208,6.730121428,6.774416716,6.825052747,6.872017568,6.914182574
BIH_MA_fo..pc,Bosnia and Herzegovina,Maize,Per-capita food consumption [kg/p/year],BIH,MA,FO..PC,11.55266786,11.65670202,11.78663466,11.92788118,12.05832206,12.16076783,12.22696923,12.26113215,12.27325183,12.2794906,12.37391893,12.44523631,12.5225417,12.59797425,12.67382804,12.7478433,12.81972049,12.88970328,12.95838963,13.02522711,13.09100493
BIH_MK_fo..pc,Bosnia and Herzegovina,Milk,Per-capita food consumption [kg/p/year],BIH,MK,FO..PC,20.37076502,19.83044213,19.78485336,20.40853066,20.68596583,21.45596727,21.93829294,21.03021614,21.16698312,21.04523278,21.13253239,21.20368168,21.29787482,21.41466423,21.54573783,21.68069119,21.81791916,21.96019799,22.11012095,22.26233916,22.41830444
BIH_OCG_fo..pc,Bosnia and Herzegovina,Other Coarse Grains,Per-capita food consumption [kg/p/year],BIH,OCG,FO..PC,2.209611614,2.321949983,2.918798351,3.318547362,3.047771746,3.223270902,4.03187438,3.678442297,3.682078303,3.683949985,3.686611844,3.695160756,3.707223571,3.716785541,3.729797044,3.742791793,3.755606538,3.768510116,3.781187488,3.793602445,3.805694125
BIH_OOS_fo..pc,Bosnia and Herzegovina,Other Oilseeds,Per-capita food consumption [kg/p/year],BIH,OOS,FO..PC,0.081123908,0.081854446,0.082766845,0.083758691,0.084674659,0.085394043,0.085858915,0.086098811,0.086183916,0.086227725,0.087259669,0.088108265,0.08912462,0.090212463,0.091256061,0.092328929,0.093418531,0.094536958,0.095660115,0.096793511,0.097937553
BIH_PK_fo..pc,Bosnia and Herzegovina,Pork,Per-capita food consumption [kg/p/year],BIH,PK,FO..PC,5.525076835,5.896014101,6.229044544,6.449710485,6.227478361,7.070213852,7.057747855,7.646156067,8.362023356,8.686568763,8.583728226,8.609990149,8.619709142,8.627035411,8.641952039,8.648908948,8.6562507,8.662133314,8.666416393,8.674873398,8.680807107
BIH_PS_fo..pc,Bosnia and Herzegovina,Pulses,Per-capita food consumption [kg/p/year],BIH,PS,FO..PC,6.084328068,6.567331703,6.42806623,7.654093613,7.769727062,7.869919515,7.948852037,8.008966959,8.056530749,8.10198693,8.168914462,8.257349131,8.34118991,8.427848839,8.514662609,8.601100526,8.686209187,8.771228227,8.854677349,8.936881412,9.018392245
BIH_PT_fo..pc,Bosnia and Herzegovina,Poultry,Per-capita food consumption [kg/p/year],BIH,PT,FO..PC,11.05509714,13.32068268,15.4918318,12.77001733,12.90512473,14.51138768,15.89247242,16.22892006,16.68551441,17.75957024,18.19975934,18.56106419,18.94233277,19.37274582,19.8164864,20.27637183,20.74381532,21.21682595,21.7067965,22.20279338,22.70793947
BIH_RI_fo..pc,Bosnia and Herzegovina,Rice,Per-capita food consumption [kg/p/year],BIH,RI,FO..PC,1.822366187,1.897331569,2.000164491,1.919556692,1.972236721,2.00482984,2.038207335,1.853426953,2.026513675,1.970429887,1.988736138,2.007948208,2.028101462,2.047273441,2.066769762,2.086586701,2.106307378,2.12616529,2.146205146,2.166467031,2.186468829
BIH_RT_fo..pc,Bosnia and Herzegovina,Roots tubers,Per-capita food consumption [kg/p/year],BIH,RT,FO..PC,15.79222829,16.32453347,12.80083346,16.17004599,16.50083526,16.79775123,17.04826024,17.25690543,17.4366516,17.60981908,17.7526938,17.93086938,18.11078671,18.2962844,18.48493047,18.67465328,18.86029595,19.04901338,19.23280534,19.41749181,19.59705498
BIH_SH_fo..pc,Bosnia and Herzegovina,Sheep,Per-capita food consumption [kg/p/year],BIH,SH,FO..PC,0.556865457,0.642880671,0.609588298,0.445131882,0.410375546,0.357102361,0.358534546,0.359536315,0.305175834,0.305330962,0.30708122,0.304662234,0.303918669,0.303157573,0.302399342,0.301639538,0.300825127,0.300190562,0.299639226,0.299086704,0.298659823
BIH_SU_fo..pc,Bosnia and Herzegovina,Sugar,Per-capita food consumption [kg/p/year],BIH,SU,FO..PC,36.27000373,37.68098992,37.0045735,37.44799905,37.85754778,39.59319757,39.80873701,39.91996515,39.95942457,40.26530638,40.36211448,40.5105769,40.69826159,40.8575075,41.03890165,41.23077431,41.44652151,41.64276641,41.81743775,41.99527914,42.16888698
BIH_VL_fo..pc,Bosnia and Herzegovina,Vegetable oils,Per-capita food consumption [kg/p/year],BIH,VL,FO..PC,7.242516892,6.269483091,3.772745206,5.822589748,6.602941025,6.511657623,6.574183056,6.623982616,6.600495739,6.613391411,6.625534944,6.697447999,6.780564001,6.868738026,6.957781081,7.04274951,7.129940623,7.217684197,7.305517732,7.393545163,7.48111611
BIH_WT_fo..pc,Bosnia and Herzegovina,Wheat,Per-capita food consumption [kg/p/year],BIH,WT,FO..PC,128.9600133,130.1213249,131.5717358,128.9875523,130.3981339,131.5059776,132.2218765,132.5913128,132.7223745,132.7898402,131.5354836,131.5622601,131.5780956,131.5421685,131.5276112,131.5003353,131.4712511,131.4367614,131.4047734,131.3607063,131.3183377
BLR_BT_fo..pc,Belarus,Butter,Per-capita food consumption [kg/p/year],BLR,BT,FO..PC,4.067635387,4.505148651,3.24270207,3.495974407,4.158842529,2.609068835,3.157561612,3.970574557,2.859936604,3.277845201,3.320336428,3.294771282,3.269917036,3.245994384,3.217440387,3.1899796,3.161855392,3.133259761,3.103945455,3.073472994,3.041807661
BLR_BV_fo..pc,Belarus,Beef and Veal,Per-capita food consumption [kg/p/year],BLR,BV,FO..PC,11.18277238,11.88244178,8.273567355,6.695743631,9.026489055,12.21693863,10.32739096,10.03023985,10.42063262,10.20125982,10.17426371,10.12009192,10.08110686,10.02750294,9.950616498,9.865045594,9.770572658,9.674737808,9.58110356,9.485436245,9.389553812
BLR_EG_fo..pc,Belarus,Eggs,Per-capita food consumption [kg/p/year],BLR,EG,FO..PC,16.01949467,16.19046837,20.30778913,20.40932916,19.86290314,19.12797875,18.23063908,18.48039349,19.08442483,19.65716164,19.85336484,20.01682431,20.18849344,20.34603235,20.493747,20.63480783,20.7751774,20.9082082,21.04176539,21.16830369,21.28632337
BLR_FH_fo..pc,Belarus,Fish,Per-capita food consumption [kg/p/year],BLR,FH,FO..PC,16.87988587,14.46535125,15.18532821,16.22746585,16.37679443,14.25003402,12.80839957,13.29023416,12.79846112,11.93141633,12.97974348,12.77170878,12.82771583,12.86515988,12.83745919,12.77712327,12.66833589,12.60548238,12.55106673,12.48617376,12.40874355
BLR_MA_fo..pc,Belarus,Maize,Per-capita food consumption [kg/p/year],BLR,MA,FO..PC,4.433620176,4.752600729,4.962134444,5.274872363,5.376995614,5.376473051,5.379723006,5.386373046,5.395618787,5.406050566,5.435656318,5.453097122,5.47104508,5.486591103,5.498854263,5.509730963,5.519069975,5.526860653,5.533309333,5.538116848,5.541558028
BLR_MK_fo..pc,Belarus,Milk,Per-capita food consumption [kg/p/year],BLR,MK,FO..PC,37.59242342,36.14587721,35.87931281,36.11298937,35.61275413,35.94499831,35.80229024,38.03040715,36.66906341,36.51306374,36.42420936,36.27151467,36.12111475,35.98304806,35.80663893,35.63097093,35.45295288,35.27493552,35.10008437,34.91872063,34.73218806
BLR_OCG_fo..pc,Belarus,Other Coarse Grains,Per-capita food consumption [kg/p/year],BLR,OCG,FO..PC,49.50878714,49.53268944,50.88830089,51.3772853,51.34506502,51.34007504,51.37110895,51.43461034,51.52289816,51.51651048,51.44049006,51.42879899,51.44693953,51.41648005,51.40230093,51.38333697,51.35708798,51.32609701,51.28555832,51.23439198,51.17121617
BLR_OOS_fo..pc,Belarus,Other Oilseeds,Per-capita food consumption [kg/p/year],BLR,OOS,FO..PC,3.875642743,5.331809685,5.985626406,5.886149891,5.977346663,5.027976393,3.936083831,6.317290394,7.089868478,7.39613862,7.468212157,7.521684177,7.586367152,7.654675385,7.714086053,7.774810934,7.835716919,7.897608106,7.958352579,8.018283615,8.077305455
BLR_PK_fo..pc,Belarus,Pork,Per-capita food consumption [kg/p/year],BLR,PK,FO..PC,33.68141021,39.14799599,36.61286616,37.6487474,28.39804355,28.59322223,29.76138716,30.3617386,32.00723383,31.01165007,30.44364301,30.30673433,30.0815048,29.82842565,29.55262814,29.24811825,28.9434957,28.63102605,28.3099215,27.99836981,27.67397592
BLR_PS_fo..pc,Belarus,Pulses,Per-capita food consumption [kg/p/year],BLR,PS,FO..PC,0.012456361,0.026720177,0.025444136,0.027851326,0.028668875,0.029526072,0.030430237,0.031381889,0.032378828,0.033414672,0.033616693,0.033894298,0.034139073,0.034384644,0.0346081,0.034825199,0.035031888,0.035232375,0.035420327,0.035596616,0.035762999
BLR_PT_fo..pc,Belarus,Poultry,Per-capita food consumption [kg/p/year],BLR,PT,FO..PC,22.14878297,22.67608386,25.86157839,27.82936151,31.54215212,31.18044431,31.84457413,34.00791181,32.6881186,33.84470677,34.45624904,34.87554883,35.28759811,35.75539845,36.17367244,36.60231398,37.02469457,37.43468241,37.85092863,38.25241935,38.64300323
BLR_RI_fo..pc,Belarus,Rice,Per-capita food consumption [kg/p/year],BLR,RI,FO..PC,3.118946232,2.880815335,2.667200052,3.017965473,3.242644649,2.977828123,2.879101171,2.946662901,3.046937668,3.10582905,3.127798001,3.14999164,3.172373359,3.192232686,3.210504681,3.228842943,3.246578455,3.263994573,3.28111881,3.297962428,3.313744335
BLR_RT_fo..pc,Belarus,Roots tubers,Per-capita food consumption [kg/p/year],BLR,RT,FO..PC,37.10507282,37.00448857,37.55248327,36.16135999,35.61410178,35.09372523,34.60521868,34.14505338,33.70717151,33.28210919,33.47843746,33.72854655,33.96810482,34.20747162,34.43011037,34.64993451,34.85716336,35.06422756,35.25597634,35.44264583,35.61278225
BLR_SH_fo..pc,Belarus,Sheep,Per-capita food consumption [kg/p/year],BLR,SH,FO..PC,0.140419085,0.123757723,0.096824968,0.107006061,0.100107007,0.129509748,0.144872776,0.134976172,0.1637729,0.164089535,0.163948461,0.161431594,0.159660598,0.157786774,0.155667706,0.153552997,0.151414927,0.149362821,0.147343576,0.145311549,0.143324911
BLR_SU_fo..pc,Belarus,Sugar,Per-capita food consumption [kg/p/year],BLR,SU,FO..PC,50.24769533,38.97132598,41.17515815,40.30002485,40.59104532,36.37025887,37.23612198,37.70461132,38.61570843,38.69036189,38.52917792,38.37956838,38.227683,38.02207299,37.77245021,37.52781393,37.29962066,37.04646662,36.76645044,36.48087475,36.18251593
